document_id,dataset,split,model,field_path,field_family,criticality,occurrence,truth,prediction,truth_present,prediction_present,exact_match
cord-v2-validation-00007,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"63,636","63,636",True,True,True
cord-v2-validation-00007,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,,"-9,545",False,True,False
cord-v2-validation-00007,CORD v2,validation,Donut,sub_total.discount_price,other_numeric,critical_monetary,0,"-9,545","-9,545",True,True,True
cord-v2-validation-00007,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"63,636","63,636",True,True,True
cord-v2-validation-00007,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,"5,409","5,409",True,True,True
cord-v2-validation-00007,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"100,000","100,000",True,True,True
cord-v2-validation-00007,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,"40,500","40,500",True,True,True
cord-v2-validation-00007,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"59,500","59,500",True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,3x,3x,True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1x,1x,True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,menu.discountprice,other_numeric,medium_impact,0,"-7,800","-7,800",True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,talam ungu,talam ungu,True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,mika kecil,mika kecil,True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"19,500","19,500",True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,0,0,True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,@6500,@6500,True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,1,@0,@0,True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"11,700","11,700",True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"20,000","20,000",True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,"8,300","8,300",True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,4.00xitems,4.00xitems,True,True,True
cord-v2-validation-00008,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"11,700","11,700",True,True,True
cord-v2-validation-00009,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00009,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,tahu ikan oma giok,tahu ikan oma giok,True,True,True
cord-v2-validation-00009,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"20,000",20.000,True,True,False
cord-v2-validation-00009,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"20,000",20.000,True,True,False
cord-v2-validation-00009,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,0,0,True,True,True
cord-v2-validation-00009,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"20,000",20.000,True,True,False
cord-v2-validation-00010,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,2,2,True,True,True
cord-v2-validation-00010,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,2,2,True,True,True
cord-v2-validation-00010,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,serbu 1,serbu,True,True,False
cord-v2-validation-00010,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,choco peanut bread,choco peanut bread,True,True,True
cord-v2-validation-00010,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,40.000,40.000,True,True,True
cord-v2-validation-00010,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,20.000,20.000,True,True,True
cord-v2-validation-00010,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,60.000,60.000,True,True,True
cord-v2-validation-00010,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,0,0,True,True,True
cord-v2-validation-00010,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,60.000,60.000,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,2,2,2,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,3,1,1,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,se'i sapi sambal matah ( r ),se'i sapi sambal matah ( r ),True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,se'i sapi lada hitam (j),se'i s-pi lada hitam (j),True,True,False
cord-v2-validation-00011,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,2,nasi putih,nasi putih,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,3,milk shake coklat,milk shake coklat,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,20.000,20.000,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,35.000,35.000,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,2,10.000,10.000,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,3,16.000,16.000,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,81.000,81.000,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,8.100,8.100,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,0,0,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,total.creditcardprice,other_numeric,medium_impact,0,89.100,89.100,True,True,True
cord-v2-validation-00011,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,89.100,89.100,True,True,True
cord-v2-validation-00012,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,4,4,True,True,True
cord-v2-validation-00012,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,es kopi susu,es kopi susu,True,True,True
cord-v2-validation-00012,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,72.000,72.000,True,True,True
cord-v2-validation-00012,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,0,0,True,True,True
cord-v2-validation-00012,CORD v2,validation,Donut,total.emoneyprice,other_numeric,medium_impact,0,72.000,72.000,True,True,True
cord-v2-validation-00012,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,72.000,72.000,True,True,True
cord-v2-validation-00013,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00013,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00013,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,mineral 600 ml,mineral 600 ml,True,True,True
cord-v2-validation-00013,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,bulgogi rice r,bulgogi rice r,True,True,True
cord-v2-validation-00013,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"7,727","7,727",True,True,True
cord-v2-validation-00013,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,"33,636","33,636",True,True,True
cord-v2-validation-00013,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"41,364","41,364",True,True,True
cord-v2-validation-00013,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,"4,136","4,136",True,True,True
cord-v2-validation-00013,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"50,000","50,000",True,True,True
cord-v2-validation-00013,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,"-4,500","-4,500",True,True,True
cord-v2-validation-00013,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"45,500","45,500",True,True,True
cord-v2-validation-00014,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,2 x,2x,True,True,False
cord-v2-validation-00014,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1 x,1x,True,True,False
cord-v2-validation-00014,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,arem arem,arem arem,True,True,True
cord-v2-validation-00014,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,kroket,kroket,True,True,True
cord-v2-validation-00014,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,24.000,24.000,True,True,True
cord-v2-validation-00014,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,12.000,12.000,True,True,True
cord-v2-validation-00014,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,@ 12.000,@12.000,True,True,False
cord-v2-validation-00014,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,1,@ 12.000,@12.000,True,True,False
cord-v2-validation-00014,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,rp 36.000,rp 36.000,True,True,True
cord-v2-validation-00014,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,rp 3.600,rp 3.600,True,True,True
cord-v2-validation-00014,CORD v2,validation,Donut,total.emoneyprice,other_numeric,medium_impact,0,rp 39.600,rp 39.600,True,True,True
cord-v2-validation-00014,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,rp 39.600,rp 39.600,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,2,2,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,2,2,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,arem arem,arem arem,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,pepenero pastel,pepenero pastel,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,24.000,24.000,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,30.000,30.000,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,12.000,12.000,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,1,15.000,15.000,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,rp 54.000,rp 54.000,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,rp 5.400,rp 5.400,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,rp 100.000,rp 100.000,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,rp 40.600,rp 40.600,True,True,True
cord-v2-validation-00015,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,rp 59.400,rp 59.400,True,True,True
cord-v2-validation-00016,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00016,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,tt,tt,True,True,True
cord-v2-validation-00016,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"20,000","20,000",True,True,True
cord-v2-validation-00016,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,"20,000","20,000",True,True,True
cord-v2-validation-00016,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"100,000","100,000",True,True,True
cord-v2-validation-00016,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,"80,000","80,000",True,True,True
cord-v2-validation-00016,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"20,000","20,000",True,True,True
cord-v2-validation-00017,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1 x,True,True,False
cord-v2-validation-00017,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,lemonade 16oz,lemonade 16oz,True,True,True
cord-v2-validation-00017,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"20,000","20,000",True,True,True
cord-v2-validation-00017,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,"20,000","20,000",True,True,True
cord-v2-validation-00017,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"20,000","20,000",True,True,True
cord-v2-validation-00017,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"100,000","100,000",True,True,True
cord-v2-validation-00017,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,80.000,"80,000",True,True,False
cord-v2-validation-00017,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"20,000","20,000",True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,beef c roll 3pcs,beef c roll 3pcs,True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,kaya bred,kaya bred,True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"10,000","10,000",True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,"15,000","15,000",True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,"10,000","10,000",True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,1,"15,000","15,000",True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"100,000","100,000",True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,"75,000","75,000",True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,2,2,True,True,True
cord-v2-validation-00018,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"25,000","25,000",True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,2,1,1,True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,futami 17 green tea (clas,futami 17 green tea (clas,True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,egg tart,egg tart,True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,2,grain croque monsieur,grain croque monsieur,True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"12,500","12,500",True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,"13,000","13,000",True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,2,"17,000","17,000",True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"50,000","50,000",True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,"7,500","7,500",True,True,True
cord-v2-validation-00019,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"42,500","42,500",True,True,True
cord-v2-validation-00020,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,2,2,True,True,True
cord-v2-validation-00020,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00020,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,jamur,jamur,True,True,True
cord-v2-validation-00020,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,tahu,tahu,True,True,True
cord-v2-validation-00020,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"10,000","10,000",True,True,True
cord-v2-validation-00020,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,"5,000","5,000",True,True,True
cord-v2-validation-00020,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"15,000","15,000",True,True,True
cord-v2-validation-00020,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,"1,500","1,500",True,True,True
cord-v2-validation-00020,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"20,000","20,000",True,True,True
cord-v2-validation-00020,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,"3,500","3,500",True,True,True
cord-v2-validation-00020,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"16,500","16,500",True,True,True
cord-v2-validation-00021,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00021,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00021,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,2,1,1,True,True,True
cord-v2-validation-00021,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,3,1,1,True,True,True
cord-v2-validation-00021,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,mango lemon tea,mango lemon tea,True,True,True
cord-v2-validation-00021,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,sliders set,sliders set,True,True,True
cord-v2-validation-00021,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,2,chicken vege rice bowl,chicken vege rice bowl,True,True,True
cord-v2-validation-00021,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,3,discount bca 15%,discount bca 15%,True,True,True
cord-v2-validation-00021,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"rp 29,090","rp 29,090",True,True,True
cord-v2-validation-00021,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,"rp 113,636","rp 113,636",True,True,True
